"PC1","PC2","PC3","PC4","PC5","PC6"
-0.0860398988883577,0.768942506938305,1.46010783601117,0.00717259608462495,0.173499001635446,0.0105586387689738
3.42938532741366,2.71083560475542,1.06714485017968,0.565054415146088,0.154365433398332,0.320870703777519
2.29137860692454,-0.136147153473663,-1.54602900822891,-0.0529428586268241,-0.0351368651820589,-0.242258779837132
-1.04712274625149,-0.353822705023747,0.363501042113775,-0.518713641641882,-0.130050360338261,-0.011103189035249
1.85611430161095,-0.381356093051783,-0.682639417045513,0.127656886696251,0.082711473998565,0.0358889494480907
2.25145588948178,0.645923145372668,-0.173804616456995,-0.508414017263054,0.0651785430031031,-0.195638426997199
1.96287293880413,0.0279869589664866,-1.0458441866217,-0.183572987676353,0.230038003562148,-0.0266870749156035
0.341631777575548,1.11047670527877,0.0858913214373869,0.195281697966456,0.175750354192073,0.101222968785754
3.23293981608639,-0.0365401516450417,-2.10636372760061,-0.831037488110874,0.614261402442991,-0.0383752427069875
-1.21240557400693,0.300616917631534,-0.148949046303804,-0.343035419837303,-0.161784908151554,0.0569276957505622
-0.158667761363409,0.253778179887584,-0.190096150852215,-0.134878938807246,-0.0913735864948786,0.0748583060108882
-0.260443574492227,0.377574336715075,-0.221378533676549,-0.174189971673549,-0.0681848501488623,0.0214504890292154
2.52138702883519,0.0613945891836061,-0.121221582760713,0.0126308425952987,0.113021363654689,-0.0299806021076264
1.0591456494849,2.49022981896607,0.929029015569573,0.0950487058614742,0.155112821460191,0.0440316669997145
-1.26322743440455,0.371249427898376,0.420771255537419,-0.182463176991281,-0.032576147479916,-0.00801442170196154
0.467081188600965,-0.402228307096671,0.823257959747207,0.328583654843585,0.104457740718906,-0.216215206559073
2.51926664483157,-0.141673357312427,-0.866488428534048,-0.562841828164068,0.31663898548578,-0.111811494163821
2.93012096440644,-1.55776389985511,-0.270012293726096,0.464624446733468,-0.568127732401211,-0.0109877253213465
-1.89472377980046,0.183885632242573,0.428779857565717,-0.614011414192147,-0.177605012267087,0.0182178896862389
-5.57669507721863,-1.18694773528813,1.06925549902875,-0.724010531917359,0.69248388493831,-0.173602669020187
-1.9883950805352,0.443267496024492,0.193561357753171,-0.383293376414559,-0.207518211852881,-0.039380838038863
-0.304857644692345,1.10977555115074,0.26705465298754,0.655284235734393,0.340227637767211,0.236329573544473
-1.36573883318741,1.18090516060858,-0.445481262766978,0.167435937801456,-0.139694284709768,0.0282245202012161
-3.75678260640125,-1.09391124631235,-3.12008383113586,1.27776864036846,0.00130838841197006,0.0144240880133005
-0.753078123707611,0.862869890734752,0.564664001734264,0.391000966082759,0.025860115064599,-0.236417073814142
-0.629109662112367,0.719818840967386,-0.307633671651659,0.117647997384231,-0.0723870940625226,0.015989664410541
-1.02934917574355,0.730816549188899,0.605980195368505,-0.140678098675624,-0.0834412319544594,-0.0679383622025619
-2.52037699986922,0.0538351137354326,0.0637532245420426,-0.452446296406256,-0.0596320853042516,0.0248559961709156
-1.84678438765829,0.0569088106710833,-1.64789097929796,-0.313786289602037,-0.238506092034143,0.178807109167789
-0.290255583845951,-0.302594105402906,0.851980011338808,-1.00067691099215,-0.257227253879476,0.00343633239303184
-4.09153762566378,0.340262908820291,-1.76984989546178,0.331762177619026,-0.0362417608964929,0.0179227165825775
-2.70494187208293,1.748072031739,-0.853861701591012,0.936716337359564,-0.213754496718374,-0.0580546479542929
2.3080652859273,0.0738322450347937,0.504671656236432,-0.0205766323193289,-0.0935056518918733,-0.00981378343926965
1.40456063185267,-0.214041984354753,0.127311377584922,-0.10451319947857,-0.012390411324531,0.0316024705451453
3.61545508609207,-1.36902189824747,-0.251470309271762,-0.366126952231507,-0.243306034339186,0.0854589507637669
-0.567802418691404,0.00507723323873663,-0.462849171812983,-0.242628685066125,-0.0859806125788798,0.0515330807302872
2.54183227714949,-0.115349613793562,-0.0167203676473549,-0.114151767637994,0.0975878392109558,0.0175697692770737
-0.591140130598473,-0.0047436208610963,-0.295342095091837,-0.292736595480187,-0.112283274259191,0.0305849983127375
1.20426990022397,-0.0353263671495435,-0.0761007065954851,-0.267111659142832,-0.00772947013500181,0.0584758428345918
-1.03018127831755,-2.1886629649114,0.0755645828253628,0.806970367778225,0.490626078507309,0.223304713451997
