"famname","estimate-effect","Std. Error","df","t value","Pr","forml"
"a_sol_PCnAICmodel","-0.147569878410663","0.0980869981857019","185.529748708419","-1.50447950432001","0.134158399433756","Y ~ PC1 + PC2 + XS + (1|Z)"
"a_bra_PCnAICmodel","-0.905012356208543","0.285057181730001","55.1434196759899","-3.17484495818018","0.00245362382208587","Y ~ PC2 + XS + (1|Z)"
"a_ast_PCnAICmodel","-0.312338548111493","0.123689890563218","100.555896358464","-2.52517442362725","0.0131264808610283","Y ~ PC2 + XS + (1|Z)"
"h_sol_PCnAICmodel","-0.262274070901858","0.105964418805225","91.5434262921237","-2.47511451352315","0.0151598892392798","Y ~ PC1 + XS + (1|Z)"
"h_bra_PCnAICmodel","-0.91153806290648","0.290409718595113","54.3017638161288","-3.13880013146991","0.00274184933148997","Y ~ PC2 + XS + (1|Z)"
"h_ast_PCnAICmodel","-0.32334502568556","0.124232723077488","99.5501572333466","-2.60273636185113","0.0106605316048302","Y ~ PC2 + XS + (1|Z)"
