"PC1","PC2","PC3","PC4","PC5","PC6"
-3.6021287160502,0.968866190864092,-0.717679556422428,-0.442775662480404,-0.420542018131221,0.0723422874365299
-1.39523229340358,0.847806370153574,-0.0738650378395331,-1.08554411711304,-0.157516733984253,0.176044920194729
-2.77829823602208,0.652613425332298,-1.65079279330117,-0.149053164981996,-0.234185141806477,-0.209709041482609
-2.7833478553198,0.605709791528132,-0.177526135722,-0.104669950319723,-0.290793621911457,-0.0685581387128643
-0.110068378213244,1.30138247380858,0.801359128402315,-0.530422093754921,0.0110745544721833,0.153822103578912
-1.86764696301022,0.87517159973544,-0.200496208569242,0.105537914434514,-0.049706273938942,-0.0591690249124976
-3.0035434696396,0.499127800268097,-2.57317495491598,-0.46334231492063,-0.303761087435851,-0.281860727987003
-2.61286119310418,1.35025401313022,-0.444996686943075,-0.704742672535733,-0.0238538267860043,0.0143596270154229
-3.90364526609966,2.72415385236145,-0.0951967766576376,-0.338071061890133,0.357719941665595,-0.126747242509944
-1.6164367353031,1.32140820102133,0.717002324788503,-0.686499108036566,-0.0604506281430382,0.119954015880451
-1.46040513933555,-0.80716122783211,0.252537629794113,0.556028598423762,0.0132370717911177,-0.246642961973249
0.639540491149086,-0.0588360221478339,0.0740051398623107,0.137839029386431,-0.0335169886565157,0.0261015259461235
0.412600276121913,0.0790298522506265,-0.11143793232965,0.42912564543327,-0.0969926653111881,0.0464560974572243
-1.81135491391421,-0.688317727968166,0.754652171952475,0.629459115915546,0.278916449055465,-0.37394799608245
-0.221226245962181,-2.14599426531696,-0.198760914509164,-0.117032317276549,0.385604864205239,0.199401858605248
-1.88414371771636,1.12887641542926,-0.500591301672384,0.00123634146579459,-0.117246179065709,0.158922826109637
0.140366073634608,-0.103188919336769,0.44775789160391,0.0628949628635999,0.103740595658624,-0.162651629078599
0.72295674768083,-0.828892031852868,0.719871881734936,-0.121363759791656,0.167999220240063,-0.393527082702232
2.46059862720532,1.77466311986714,-0.295440320515267,0.883381462900666,0.16111982040193,0.101185306307282
1.02608891355842,-0.887519427163327,0.256788255635167,0.0474603686836019,0.106244864073462,-0.0898949405791713
1.38105631114086,0.548746500203762,-1.21862522868047,0.364401870853743,0.0469346032520486,0.165633466965862
-0.140561714717176,-0.816676325167325,0.286986459928285,0.18978837180047,-0.209892697148514,0.276786462342923
0.39330109689729,-2.07824091277203,-0.174722682873365,0.310867967035617,0.111166094547087,0.53223115363441
-0.330649221943639,-1.88685640586878,0.382066770948488,0.561828981869932,0.0367775598404029,0.231653567869307
-0.507740057880904,-3.07382625507144,-1.14192879708509,0.396269343624475,0.918239565372841,0.230846874180109
3.8919647982726,2.30716473808492,-0.272175463387507,1.04507712280549,0.108067667900893,0.0879585255926296
1.82933098911819,-0.434501314531717,1.8421574039826,0.0448125336106265,-0.478003780549886,0.215814677171561
0.412983380044772,-1.06012720069992,0.801942928150111,0.224639273576285,-0.322670488783063,0.21289341719607
-0.976968791637837,0.177872872076193,-0.0814293991573951,0.352987291676197,-0.237040921477347,-0.0799557369633862
-1.31105963651796,0.170286529820054,-0.102735531759344,0.711649647008266,-0.0642669732687522,-0.206125648791388
0.72671898040851,-1.80364474586645,-0.0276834805475044,-0.0634058196446549,-0.163040328427102,-0.0353248429038769
0.556359478412451,-1.74743997205775,0.406019723462167,0.117331190337759,0.50730977917621,-0.103165469711554
1.0327948341927,-1.5332893212703,-0.796481389675094,-0.00571133771242549,0.0313576817572749,-0.0242666337008145
3.80356928955616,2.23278561247331,-1.40703622689026,1.32868747190341,0.344844676278744,0.000917490863702297
0.0287871686758968,-1.37472915737454,0.421607535542178,0.278455784579387,0.395773246140834,-0.27414948160709
-0.652617202644175,-1.23183001146323,-0.0297475955038562,0.750278736356021,-0.320472802564823,-0.146419792346432
2.91230696486455,-0.623710263552652,0.866465626831106,-0.886716308266447,-0.774530148111256,0.214244678995194
0.439768629201964,-0.917800499278636,0.0539325299060206,0.501409127042995,-0.336772352169507,0.168753465282767
-1.2801788506898,0.224867325030458,-2.08476814485899,0.248438272287322,-0.154155994345932,-0.26255903559896
2.53149426510246,2.24739735305616,-0.323652131074424,0.874764166049308,0.18917994809487,0.139802891982937
0.212304812416765,-1.25007053107881,0.818828970874406,-0.293184946442742,-0.135106270862233,-0.166249879393283
1.50580904362306,-1.72377247677752,0.0447480847894585,-0.233928085833326,0.466877928190544,-0.132586901726698
0.659842078170362,-1.77989492182649,-0.74893920411956,0.264350278507176,-0.328311050630658,-0.177528783473631
