Genus,Species_Epithet,Weight_list,cx,temp,tmax,tmin,varpr,srad,wind,rf,SCSI,growth,Weight_source,SCSI_source,Growth_source,WeightURL,SCSIURL,Growth_source,ID,tip,an.pe
Madia,glomerata,1.908,277.6348684,6.308503651,12.68806781,0.343897265,0.634707419,14598.19104,3.303668096,63.35714286,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3032,NA,
Madia,gracilis,1.9,287.992,10.08515018,15.9830688,3.584878303,0.751280486,15216.69715,3.19928996,66.54623984,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3033,NA,
Madia,radiata,0.549,323.1818182,15.29438673,23.6048445,5.885937,0.918179155,18082.875,2.8924377,38.375,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3036,NA,
Madia,sativa,3.1,436.3415638,11.43726921,16.98527007,5.902418358,0.94419964,14885.66146,3.654440748,74.62434896,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3037,NA,
Microseris,acuminata,1.8,301,14.15814839,18.598556,4.332083433,0.834545887,14811.72222,2.955534767,59.27777778,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3089,NA,
Microseris,bigelovii,1.695,286.0434783,11.77790774,16.58307885,7.107612885,1.043189,14160.08333,3.807030262,99.6025641,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3090,NA,
Microseris,borealis,1.61,222.53125,6.436985194,9.767662767,3.344977075,0.805734681,10007.65657,4.281498176,219.4469697,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3091,NA,
Microseris,campestris,1.275,324.5,16.07524,24.7857175,7.295188,0.9385396,17872.875,2.91393745,35.79166667,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3092,NA,
Microseris,douglasii,1.936,326.4675325,15.62899316,22.81397505,8.544588763,1.080497731,17440.2378,3.1505752,42.50609756,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3093,NA,
Microseris,elegans,1.086,330.375,15.47608806,22.5775926,7.52640945,1.03537987,17870.21667,3.1379865,35.05,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3095,NA,
Microseris,heterocarpa,0.61,345.75,17.01521744,25.59127,9.495417,1.0647688,18660,2.521958,26.25,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3096,NA,
Microseris,laciniata,1.432,279.925,9.647536536,15.61633394,3.51035965,0.799605345,14155.77236,3.137795088,97.65243902,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3097,NA,
Microseris,lanceolata,2.08,752.5082873,14.26165469,19.75855737,8.676466505,1.034028523,16930.99591,3.871448541,55.01039536,SI,herb,Kew_SID,VIJVERBERG et al. (1999),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3099,NA,
Microseris,sylvatica,3.782,325.125,14.98401038,24.371416,8.796979,0.82317907,18303.75,3.277271,38.08333333,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3102,NA,
Senecio,amygdalifolius,1.5524,720.4314721,16.94547583,22.12093827,11.56524369,1.37956097,17520.92177,3.103630385,100.4362245,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=59941&Num=Kna,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3108283,CO3862,NA,
Senecio,anethifolius,0.5576,734.9074074,17.08137521,23.07446865,10.85909741,0.913796627,18907.01634,3.898210631,29.1127451,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=42115&Num=64X,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/8257024,CO3863,NA,
Senecio,biserratus,0.202,765.3186528,13.3186671,17.515927,8.703875695,1.114668484,15408.93281,4.763344753,84.54144852,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=36540&Num=Peb,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3108315,CO3888,NA,
Senecio,cruentus,0.19,346.5833333,12.21433143,16.1465026,6.95499572,1.01370818,14352.66667,3.3868658,70,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3913,NA,
Senecio,eboracensis,0.26,216,8.677209,12.125583,5.2286043,0.9259813,9253.25,4.659229,81.5,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=47656&Num=KDn,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/4236395,CO3922,NA,
Senecio,gawlerensis,0.48784,734.3617021,17.58675791,23.79408586,11.1749653,0.986262512,19439.78409,3.893595073,24.0719697,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=42129&Num=tH8,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3107189,CO3944,NA,
Senecio,glomeratus,0.118,747.8122066,13.66184384,18.22447643,9.053633934,1.127831726,15694.59037,4.589407624,76.66296296,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=36544&Num=pFj,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/8172001,CO3952,NA,
Senecio,glossanthus,0.409,734.0167761,17.93555907,24.22976933,11.47317544,1.033012728,18907.84746,3.71573509,26.90914982,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3954,NA,
Senecio,gregorii,3.178,711.8333333,20.48735467,29.0439475,13.312729,0.86103748,21479.375,3.9037293,19.66666667,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=20971&Num=56D,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/7724164,CO3956,NA,
Senecio,gunnii,0.253,763.9302326,10.07097794,14.53757457,5.201300068,0.896122335,15641.94589,4.143434701,94.4047619,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=36556&Num=ph2,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3108480,CO3957,NA,
Senecio,hercynicus,1.0974,248.3571429,6.889863176,10.73696302,2.933301556,0.824864861,11258.16875,3.375623011,87.14583333,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=47671&Num=xBm,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3107060,CO3967,NA,
Senecio,hispidulus,0.3122,764.0769231,14.19682629,17.76028919,10.3368347,1.272017361,14918.41422,5.024424044,128.5686275,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=36499&Num=pg2,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/8089400,CO3970,NA,
Senecio,hypoleucus,0.3992,756.0357143,14.57814855,19.16891017,9.488723708,1.060661189,16779.47917,4.536205708,58.52777778,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=36500&Num=pfW,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/8069581,CO3972,NA,
Senecio,inaequidens,0.2572,267.8911677,10.09378987,14.18422904,5.869253051,0.98668682,11501.80024,3.693869996,67.31235711,SI,Shrub,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO3974,NA,
Senecio,leucanthemifolius,0.2252,226.5793164,9.250963822,13.04181025,5.696395004,0.978831994,11268.14049,4.232391393,55.82996146,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=47674&Num=862,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/7624085,CO3988,NA,
Senecio,linearifolius,0.2468,754.1993865,13.42399479,18.32399696,8.518637259,1.099343659,16198.57679,3.800849647,80.17463026,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=47676&Num=Ui3,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3108807,CO3990,NA,
Senecio,madagascariensis,0.251,698.2571429,17.15824864,22.52121889,11.79880494,1.42060942,17184.09887,3.238089728,89.58873874,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4001,NA,
Senecio,magnificus,2.8,708.3899083,20.13948747,27.11041178,13.43230566,0.904941885,20845.64471,3.627552205,22.56317204,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=20995&Num=Fhg,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3108557,CO4002,NA,
Senecio,minimus,0.1524,740.5421456,13.10493873,17.76862174,8.536409094,1.110893255,15569.52594,4.311314553,96.81840796,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=36511&Num=0o1,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3108199,CO4009,NA,
Senecio,odoratus,0.329,761.8512397,14.35341257,18.66650853,9.819152252,1.12274469,16158.07547,5.018455426,59.99842767,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=42135&Num=fFH,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/7614994,CO4016,NA,
Senecio,ovatus,0.938,245.6208406,8.387702127,12.38194821,4.320024724,0.895032562,11185.98992,3.301348884,74.96325829,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4022,NA,
Senecio,pectinatus,1.2772,751.3333333,9.274803194,13.1926386,4.56130057,0.861185326,14892.225,4.8275792,111.125,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=47688&Num=Qrx,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/8286409,CO4032,NA,
Senecio,pinnatifolius,0.5016,749.1641118,15.72139888,21.22339584,10.34406457,1.096776644,17591.10265,4.346789793,47.52554278,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=36517&Num=0o4,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3108784,CO4040,NA,
Senecio,quadridentatus,0.137,748.0526079,14.99049186,20.77151954,9.323772407,1.070624602,17107.63824,3.62919351,57.32973856,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=21007&Num=Re4,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3107661,CO4059,NA,
Senecio,radiolatus,0.3144,801.2727273,11.55956344,15.751767,8.83445522,1.17533896,13682.61667,6.4343807,99.66666667,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=47699&Num=b3x,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3107295,CO4060,NA,
Senecio,runcinifolius,0.1416,742.5327381,17.33383749,23.76818713,10.9051115,1.034671491,17945.4255,3.302026413,31.30077263,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=36635&Num=0O5,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3108369,CO4067,NA,
Senecio,squalidus,0.26,238.1819389,9.311368388,13.20896289,5.355370861,0.943270203,10998.79338,4.149951848,73.21803653,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4083,NA,
Senecio,squarrosus,0.2916,764.9796954,13.69353035,18.4067269,8.781363775,1.088313039,15771.74547,4.550052366,62.93115942,SC,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=36838&Num=0Mp,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3108390,CO4087,NA,
Senecio,sylvaticus,0.25,230.6003287,8.4780937,12.26173086,4.600675933,0.916484412,10570.03317,3.900543919,70.76735323,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4092,NA,
Senecio,vagus,1.0004474,744.7792208,14.43214603,19.28989345,9.632063402,1.189589084,16652.52921,3.435520113,90.40549828,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=47709&Num=1jE,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3107959,CO4100,NA,
Senecio,velleioides,0.4736,761.8795181,12.93835241,17.62536385,8.612124214,1.114125593,15888.09722,4.102675178,89.48263889,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=47710&Num=RK3,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/3107351,CO4103,NA,
Senecio,vulgaris,0.22,250.2011544,9.249868284,13.41753164,5.119510689,0.946022508,11602.94287,3.778428595,71.52290774,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4106,NA,
Sonchus,arvensis,0.49,222.6712579,7.689199014,11.66032669,3.928255854,0.899621002,10467.88141,3.894498257,71.53341032,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4211,NA,
Sonchus,asper,0.28,328.6985813,10.85198657,15.32588407,6.366427468,1.011734455,12702.43276,3.777279014,70.66326802,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4213,NA,
Sonchus,crassifolius,0.3,298.9384615,13.99546391,20.16456249,7.904852186,1.015678495,15910.26667,2.813144706,34.79285714,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=21868&Num=6JA,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/4250382,CO4214,NA,
Sonchus,oleraceus,0.3,401.7343049,12.67169786,17.40738351,7.829187798,1.0655911,13960.65295,3.675617728,65.78740784,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4219,NA,
Symphyotrichum,ciliatum,0.1904,258.8651685,5.377420611,10.77543529,-0.698344566,0.73890152,13108.69309,3.830692507,50.90447154,SC,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4301,NA,
Symphyotrichum,ericoides,1.3144,295.105939,10.31510608,16.29166316,4.556721511,1.018768584,14211.80984,3.910898845,69.49726776,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4306,NA,
Symphyotrichum,laeve,0.648,265.3156297,7.94787449,12.85659112,2.900622889,0.908484946,12446.26884,3.568811832,68.24230361,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4309,NA,
Symphyotrichum,novae-angliae,0.6596,266.1290323,8.475628624,13.41535776,3.617646781,0.936341022,12281.26176,3.660076928,73.92107644,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4312,NA,
Symphyotrichum,novi-belgii,0.466,233.8858203,8.061634168,12.09016334,4.029845309,0.901815496,10609.89685,3.595444404,67.32108288,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4313,NA,
Symphyotrichum,patens,0.5072,324.1151515,14.61531477,20.68933757,8.318724927,1.313848067,14992.78395,3.003167377,102.4331276,SI,herb,Kew_SID,Goldberg et al. (2010),Engemann et al. (2016),http://data.kew.org/sid/SidServlet?ID=2562&Num=iD3,https://www.researchgate.net/publication/280301680_httpacels-cdncomS18770509150162701-s20-S1877050915016270-mainpdf_tid9bb09b86-30d9-11e5-b5f7-00000aab0f01acdnat1437614868_4e27ae3f0c753a36544803dc5c24c930,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.1569,CO4317,NA,
Symphyotrichum,puniceum,0.3108,274.1711027,6.543985148,11.7382319,1.18175694,0.867591465,12739.99167,3.574772095,84.62463768,SI,herb,Kew_SID,Goldberg et al. (2010),GBIF,http://data.kew.org/sid/SidServlet?ID=42197&Num=hj9,https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.14534,https://www.gbif.org/species/8233296,CO4323,NA,
